#produced by /gpfs/fs2/scratch/zzhang65/database/FlyBase/ftp/releases/FB2014_03/dmel_r5.57/gff/generate_exon_strings.pl dsim_r2.02.CDS_exons_of_longest_CDS.tsv CDS_exons_string.longest_CDS.tsv
#seq_name	number_of_first_exon	exon_sizes	cds-start
FBgn0182422	1	124,208,191,575,99,72	1
FBgn0182430	1	70,1157,321	1
FBgn0182431	1	262,404,296,187,141,152,205	1
FBgn0182433	1	224,151	1
FBgn0182434	1	113,1069	1
FBgn0182435	1	272,1057	1
FBgn0182436	1	867	1
FBgn0182437	1	299,367,273	1
FBgn0182439	1	118,103,317,149	1
FBgn0182440	1	118,103,317,149	1
FBgn0182442	1	292,52,194,398	1
FBgn0182443	1	292,52,194,398	1
FBgn0182444	1	969	1
FBgn0182445	1	164,401,167	1
FBgn0182446	1	51,480	1
FBgn0045530	1	153,837	1
FBgn0182451	1	111,396	1
FBgn0182452	1	420,921	1
FBgn0182453	1	7,623,287,106	1
FBgn0182454	1	115,449,105,283,95	1
FBgn0182455	1	26,2338	1
FBgn0182456	1	147,501	1
FBgn0182457	1	831	1
FBgn0182459	1	446,37	1
FBgn0182460	1	975	1
FBgn0182461	1	16,109,94,247,335	1
FBgn0182464	1	1044	1
FBgn0182469	1	16,92,114,289,137,63	1
FBgn0182470	1	28,967,241	1
FBgn0182472	1	712,737	1
FBgn0182473	1	151,100,265,543	1
FBgn0182474	1	75,160,503,115,279,92,281,135,140,62	1
FBgn0182475	1	375	1
FBgn0182476	1	196,148,351,442	1
FBgn0182477	1	171,126,326,105,65,90,365	1
FBgn0182484	1	754,156,262,153,144,136,456,187,233,477	1
FBgn0182485	1	28,579,110,54,694,146,229,704	1
FBgn0182487	1	113,151,147,138,219	1
FBgn0182488	1	1039,137,303,144	1
FBgn0182491	1	108,163,307,823	1
FBgn0182500	1	483	1
FBgn0182501	1	927,159	1
FBgn0182506	1	118,185,161,129,130,154,188	1
FBgn0182507	1	3,237,246	1
FBgn0182508	1	9,220,80,64,227	1
FBgn0182511	1	38,199,607,87,564,515,240,96,71,61	1
FBgn0182512	1	123,784,558,304,498,115	1
FBgn0182513	1	711	1
FBgn0182516	1	1584	1
FBgn0182519	1	403,293	1
FBgn0182520	1	930	1
FBgn0182521	1	138,309,89,82	1
FBgn0182522	1	147,702	1
FBgn0182529	1	54,444	1
FBgn0182532	1	79,140,113,291,157,123,85,87,212,174	1
FBgn0182533	1	12,288	1
FBgn0182534	1	121,92	1
FBgn0182536	1	35,158,702,77	1
FBgn0182538	1	411	1
FBgn0182539	1	363	1
FBgn0182540	1	97,188	1
FBgn0182541	1	714	1
FBgn0182542	1	243	1
FBgn0182543	1	327	1
FBgn0182544	1	189	1
FBgn0182546	1	645	1
FBgn0182547	1	233,404,354,119,235,68,195	1
FBgn0182548	1	450,657	1
FBgn0182549	1	462	1
FBgn0182550	1	103,80	1
FBgn0182551	1	83,167,332,318,109,329,158,142	1
FBgn0182552	1	151,1373	1
FBgn0182555	1	819	1
FBgn0182556	1	762	1
FBgn0182557	1	187,151,1480	1
FBgn0182558	1	422,605,593	1
FBgn0182561	1	36,156,144,423,36	1
FBgn0182567	1	130,137	1
FBgn0182568	1	195,336,147	1
FBgn0182571	1	84,126,786,286,185	1
FBgn0182572	1	276,147,309,168	1
FBgn0182573	1	23,76,200,47,108,156,401	1
FBgn0182575	1	94,314,162	1
FBgn0182578	1	138,514,320	1
FBgn0182579	1	39,234	1
FBgn0182583	1	538,133,214,276	1
FBgn0182586	1	1026	1
FBgn0182593	1	93,145,254	1
FBgn0182594	1	78,129,1366,218	1
FBgn0182595	1	81,386,208,169,742,264,94,846,137,80,266,291,93	1
FBgn0182596	1	298,223,103	1
FBgn0182598	1	883,2531	1
FBgn0182599	1	45,216,272,361	1
FBgn0182600	1	279	1
FBgn0182601	1	351,210,225	1
FBgn0182602	1	432	1
FBgn0182610	1	4,595,150,334	1
FBgn0182611	1	525,558	1
FBgn0182612	1	3,175,243,29	1
FBgn0182615	1	178,389,462,172,122,1299	1
FBgn0182620	1	663	1
FBgn0182621	1	282,204	1
FBgn0182622	1	29,721	1
FBgn0182625	1	21,520,175,85,121,155,384,181,185,144,501,168	1
FBgn0182627	1	21,517,175,85,121,155,384,181,185,144,669	1
FBgn0182630	1	625,175,85,121,155,384,181,185,144,507,168	1
FBgn0182632	1	237	1
FBgn0182637	1	767,202,156,57	1
FBgn0182640	1	9,128,268	1
FBgn0182641	1	113,268	1
FBgn0182642	1	167,238	1
FBgn0182645	1	63,318,171	1
FBgn0182646	1	12,561	1
FBgn0182648	1	399,603,252,123	1
FBgn0182649	1	52,584,408	1
FBgn0182650	1	60,118,149,129	1
FBgn0182655	1	1902	1
FBgn0182656	1	240,118,202,97,94,161,111,186,125,51,97	1
FBgn0182658	1	115,1058,651	1
FBgn0182659	1	63,162,168,156	1
FBgn0182660	1	1815	1
FBgn0182663	1	266,151,113,194,202,166,570	1
FBgn0182664	1	195,273,81,426	1
FBgn0182665	1	234,105,202,972,170,387,159,84,123	1
FBgn0182666	1	69,136,191,105,171,82,123,732,143,81	1
FBgn0182668	1	219,155,129,130,154,108,83	1
FBgn0182669	1	124,185,155,129,130,154,108,83	1
FBgn0182671	1	69,163,119	1
FBgn0182675	1	73,184,856	1
FBgn0182677	1	256,152	1
FBgn0182680	1	570	1
FBgn0182681	1	159,1008,318,120	1
FBgn0182682	1	162,137,476,297,197	1
FBgn0182685	1	219	1
FBgn0182686	1	433,383,210,102	1
FBgn0182687	1	510	1
FBgn0182688	1	81,326,1025,164	1
FBgn0182691	1	96,481,378,92,194,62,59	1
FBgn0182694	1	402	1
FBgn0182695	1	389,745	1
FBgn0182697	1	7,392,162,300	1
FBgn0182698	1	48,156,168,156	1
FBgn0182702	1	271,367,74,203,113,211,182,466,210	1
FBgn0182703	1	246,177,815,1519,582,156,567	1
FBgn0182707	1	48,500,328,366,165	1
FBgn0182708	1	80,170,941,867	1
FBgn0182712	1	228,191,540,1519	1
FBgn0182713	1	1,614	1
FBgn0182714	1	78,138	1
FBgn0182716	1	67,872	1
FBgn0182717	1	238,614	1
FBgn0182719	1	30,333,192	1
FBgn0064367	1	672	1
FBgn0182720	1	525	1
FBgn0182723	1	256,619,194,107	1
FBgn0182726	1	52,213,503,6	1
FBgn0182727	1	174,786,99,414,240,123	1
FBgn0044191	1	678	1
FBgn0182730	1	31,1445,911,140,326	1
FBgn0182734	1	86,295,261	1
FBgn0182737	1	1086	1
FBgn0182739	1	1650	1
FBgn0182740	1	58,764,178,227,157,140,130,129,201,179,306	1
FBgn0182741	1	225,155,838,2076	1
FBgn0182743	1	30,117,93,297	1
FBgn0182745	1	238,221	1
FBgn0182746	1	58,168,242	1
FBgn0182747	1	404,730	1
FBgn0182751	1	1353	1
FBgn0182755	1	99,215,712	1
FBgn0182757	1	137,256,609	1
FBgn0182763	1	116,423,190,424,77,119,256	1
FBgn0182765	1	198,333	1
FBgn0182766	1	217,138,180,23	1
FBgn0182767	1	472,138,213,23	1
FBgn0182768	1	1209	1
FBgn0182774	1	369	1
FBgn0182777	1	12,240	1
FBgn0182779	1	388,475,46	1
FBgn0182781	1	270,236,562,264	1
FBgn0182782	1	118,1091	1
FBgn0182783	1	248,136,528	1
FBgn0182785	1	248,136,540	1
FBgn0182787	1	151,233,100,62	1
FBgn0182793	1	116,226,284,1960,306,140,562,147,201	1
FBgn0182794	1	75,577,298,117,424,138	1
FBgn0182801	1	152,138,1467,206,464	1
FBgn0182802	1	154,339,960,176,126	1
FBgn0182803	1	90,117,179,111,184	1
FBgn0182807	1	96,99,363	1
FBgn0182808	1	87,96,339	1
FBgn0182809	1	588	1
FBgn0182810	1	265,199,94,175,74,111,189,116,57,208,27	1
FBgn0182813	1	1716	1
FBgn0182814	1	2604	1
FBgn0182817	1	210,1186,173,117	1
FBgn0182819	1	4,63,174,101	1
FBgn0182820	1	800,153,75,127,120,104,151,327,317,109	1
FBgn0182821	1	120,93,1845	1
FBgn0182823	1	61,383	1
FBgn0182824	1	3,212,88	1
FBgn0182826	1	411,537	1
FBgn0182828	1	204,474	1
FBgn0066165	1	195	1
FBgn0046918	1	254,403	1
FBgn0046917	1	254,403	1
FBgn0182831	1	153,168	1
FBgn0182832	1	129,213	1
FBgn0182836	1	24,651	1
FBgn0182837	1	591,189	1
FBgn0182838	1	1791	1
FBgn0182839	1	1066,434	1
FBgn0182840	1	694,422	1
FBgn0182844	1	1087,419	1
FBgn0182846	1	165	1
FBgn0182851	1	42,63,178,1151	1
FBgn0182856	1	123,211,412,178	1
FBgn0182858	1	216,234,880,146	1
FBgn0182860	1	579,81	1
FBgn0021123	1	192,124,137,96,382,486,118,106,165	1
FBgn0182862	1	170,943,103,585,130,363,736,177	1
FBgn0182864	1	82,303,143	1
FBgn0066161	1	159	1
FBgn0182877	1	662,522,625	1
FBgn0182878	1	331,838,366,547,126	1
FBgn0182880	1	741	1
FBgn0182882	1	151,509,141,567	1
FBgn0182886	1	275,737,46,131,392	1
FBgn0182887	1	2118,1110	1
FBgn0182888	1	217,46,179,446	1
FBgn0182890	1	223,40,179,395	1
FBgn0182891	1	190,43,152,437	1
FBgn0182892	1	220,46,179,479	1
FBgn0182895	1	59,154,149,125,131	1
FBgn0182899	1	28,860	1
FBgn0182900	1	285	1
FBgn0182901	1	298,384,947	1
FBgn0182902	1	137,194,1037	1
FBgn0182903	1	6,156,137,226	1
FBgn0182905	1	78,474,864	1
FBgn0182913	1	156,150,81,192	1
FBgn0182915	1	204,144,154,186,850,160	1
FBgn0182916	1	222,144,151,743,290,190	1
FBgn0182917	1	397,168,263	1
FBgn0182919	1	54,118,108,74,960	1
FBgn0182920	1	7,479	1
FBgn0182921	1	179,490,687,145,599,126	1
FBgn0182922	1	890,72,210,144,824,357,282,1097	1
FBgn0182923	1	38,301,157,178,136,352,74	1
FBgn0182925	1	214,1087,2275,126,216,212,223	1
FBgn0182926	1	132,111	1
FBgn0182928	1	558,462,171	1
FBgn0182929	1	94,368,303,1380	1
FBgn0182935	1	297,33	1
FBgn0083470	1	2538	1
FBgn0182939	1	663,95,115,219,151,211,230,1228,337,174,111,206,97,198	1
FBgn0182940	1	4,1357,391,207	1
FBgn0182942	1	50,184,1281,1629	1
FBgn0182943	1	192,139,107	1
FBgn0182945	1	594,114	1
FBgn0182947	1	1080	1
FBgn0182948	1	318,177,165,9	1
FBgn0182949	1	258,177,180	1
FBgn0182951	1	205,46,158,392	1
FBgn0182953	1	211,49,176,425	1
FBgn0182954	1	102,1503	1
FBgn0182956	1	1581	1
FBgn0182957	1	75,150,286,165,185,159,225,204,111	1
FBgn0182959	1	262,208,619	1
FBgn0182960	1	103,166,136,329,136,84	1
FBgn0182961	1	342	1
FBgn0182965	1	130,576,653	1
FBgn0182966	1	311,332,75,483,149,235,290	1
FBgn0182967	1	88,1148	1
FBgn0182968	1	170,95,194	1
FBgn0182971	1	60,341,328,452,204,111,613	1
FBgn0182973	1	608,133	1
FBgn0182975	1	115,420,118,923,865,463,120	1
FBgn0182977	1	80,589	1
FBgn0182979	1	70,416	1
FBgn0182981	1	244,236	1
FBgn0182982	1	58,177,257	1
FBgn0182984	1	278,32,195,129,157,229,398,202,189,141,153	1
FBgn0182985	1	200,27,32,80,115,129,157,349,174,92,202,189,141,153	1
FBgn0182986	1	737,178,639	1
FBgn0182987	1	1350	1
FBgn0182988	1	626,424	1
FBgn0182990	1	90,208,1085	1
FBgn0182992	1	26,793,93,58,140,174,1062,85,820,184,112,150,51,310,138,437,592,178,194,1582,210,111,189	1
FBgn0182993	1	53,1264,150	1
FBgn0182994	1	65,129,1129,174	1
FBgn0182995	1	118,167,423,448,1323,150,41	1
FBgn0182996	1	187,395,462,226,1022	1
FBgn0182999	1	479,379	1
FBgn0183001	1	284,132,334,87,105,132,453	1
FBgn0183002	1	237,725,250	1
FBgn0083473	1	579	1
FBgn0183003	1	345	1
FBgn0183004	1	122,1177	1
FBgn0183005	1	3,297	1
FBgn0183006	1	1761	1
FBgn0183012	1	891	1
FBgn0183013	1	133,602	1
FBgn0183014	1	263,302,107,308,187,594,117	1
FBgn0263272	1	1008	1
FBgn0183017	1	103,611	1
FBgn0183018	1	211,46,146,585,49,137,356	1
FBgn0183019	1	3,79,212	1
FBgn0183023	1	38,243,151,257,295,298,563	1
FBgn0183024	1	224,151,257,277,301,548	1
FBgn0183025	1	194,142,257,277,304,566	1
FBgn0183026	1	52,376,153,895	1
FBgn0183028	1	648	1
FBgn0183029	1	96,138	1
FBgn0045613	1	234,209,706	1
FBgn0183031	1	792,744,144,206,250	1
FBgn0183032	1	137,212,197	1
FBgn0183033	1	115,316,1553,89	1
FBgn0183035	1	1503,946,284,726,239,124,192	1
FBgn0183036	1	133,182	1
FBgn0183037	1	201,387,173,145	1
FBgn0183038	1	2269,4214	1
FBgn0183040	1	196,161,393	1
FBgn0183041	1	114,109,1648,180,294,175	1
FBgn0183042	1	111,99	1
FBgn0183043	1	16,81,333,212	1
FBgn0183044	1	119,529	1
FBgn0183046	1	93,2640	1
FBgn0183049	1	147,120	1
FBgn0183050	1	147,120	1
FBgn0183052	1	83,235,243,95,1516,233,169	1
FBgn0183054	1	46,124,898	1
FBgn0183055	1	12,1081,167	1
FBgn0183057	1	3,858	1
FBgn0183058	1	201,75	1
FBgn0183059	1	66,219,318,858,332,166,111,324,113,394	1
FBgn0183060	1	1761	1
FBgn0183061	1	1062	1
FBgn0183062	1	16,300,225,116,304,303,146,171,207	1
FBgn0183064	1	76,350,303	1
FBgn0183065	1	124,160,293,296,617,106,153,261	1
FBgn0183066	1	42,441,1623	1
FBgn0183067	1	102,1315,488,296,154	1
FBgn0183074	1	987,537	1
FBgn0183075	1	460,182	1
FBgn0183080	1	48,333,324	1
FBgn0183082	1	51,324,198	1
FBgn0183084	1	18,719,247,204,339	1
FBgn0183086	1	240	1
FBgn0183087	1	858,267	1
FBgn0183088	1	94,126,827	1
FBgn0183089	1	1485,173,1072,396	1
FBgn0183092	1	748,1139	1
FBgn0183094	1	847,187,122,674	1
FBgn0183096	1	116,216,354,58,120,204,240	1
FBgn0183097	1	573	1
FBgn0183098	1	573	1
FBgn0183099	1	573	1
FBgn0183106	1	78,153,345	1
FBgn0183107	1	69,153,345	1
FBgn0183110	1	75,153,345	1
FBgn0183113	1	58,80	1
FBgn0183114	1	58,80	1
FBgn0183115	1	52,68	1
FBgn0183116	1	64,167	1
FBgn0183118	1	127,561,644	1
FBgn0183119	1	675	1
FBgn0183120	1	660	1
FBgn0183121	1	660	1
FBgn0183122	1	669	1
FBgn0183123	1	669	1
FBgn0183124	1	669	1
FBgn0183125	1	672	1
FBgn0183126	1	669	1
FBgn0183127	1	666	1
FBgn0183133	1	834,558,432	1
FBgn0183134	1	68,187,123	1
FBgn0183135	1	40,77,110,771,442	1
FBgn0183136	1	1341	1
FBgn0183140	1	35,1885	1
FBgn0183141	1	32,1912	1
FBgn0183144	1	1083	1
FBgn0183145	1	87,165,189	1
FBgn0183146	1	87,165,198	1
FBgn0183147	1	92,588,286	1
FBgn0183148	1	972,1245	1
FBgn0183149	1	1182	1
FBgn0183150	1	54,486	1
FBgn0183151	1	231	1
FBgn0183155	1	189,171	1
FBgn0183164	1	121,68,163,101	1
FBgn0183165	1	951	1
FBgn0183166	1	5,412	1
FBgn0183168	1	117,246	1
FBgn0183170	1	617,1236,490	1
FBgn0183172	1	396,461,1430,866	1
FBgn0183176	1	37,1142	1
FBgn0183179	1	86,119,1031	1
FBgn0183184	1	1071	1
FBgn0183186	1	276,498	1
FBgn0183187	1	3,2019	1
FBgn0183189	1	669	1
FBgn0183190	1	675	1
FBgn0183191	1	37,71,219	1
FBgn0183192	1	1600,204,695	1
FBgn0183194	1	205,128,54,228	1
FBgn0183195	1	288,384,179,177,147,264,103	1
FBgn0183197	1	686,932,185,144,203,451	1
FBgn0183198	1	6,668,358,565,185,144,100,395,168	1
FBgn0183200	1	21,695,85,121,155,384,296,70,147,492,162	1
FBgn0183201	1	1310,298	1
FBgn0183204	1	6,123,298,128	1
FBgn0183205	1	101,369,655,921	1
FBgn0183206	1	367,629	1
FBgn0183208	1	1053,21	1
FBgn0183210	1	49,1086,401	1
FBgn0183214	1	1704	1
FBgn0183218	1	213,69	1
FBgn0183219	1	576	1
FBgn0183222	1	7,161,173,421	1
FBgn0183223	1	54,897	1
FBgn0183224	1	395,12,490,336,304,149	1
FBgn0183225	1	174	1
FBgn0183226	1	60,360	1
FBgn0183227	1	57,342	1
FBgn0183228	1	60,318	1
FBgn0183229	1	173,265	1
FBgn0183230	1	54,351	1
FBgn0084945	1	4335	1
FBgn0183231	1	810	1
FBgn0183232	1	60,363	1
FBgn0183234	1	462	1
FBgn0183235	1	21,324	1
FBgn0183236	1	395,144,970	1
FBgn0183237	1	129,1169,142	1
FBgn0183241	1	88,140,249,345,435,279	1
FBgn0183242	1	180	1
FBgn0183243	1	252	1
FBgn0082755	1	331,183,148,312,163	1
FBgn0082757	1	51,554,520,522,651	1
FBgn0082756	1	2367,126,156	1
FBgn0064360	1	3,186,270	1
FBgn0183244	1	227,502,1140,553,957,229,186,903,181	1
FBgn0082742	1	551,109	1
FBgn0183248	1	1578	1
FBgn0183251	1	76,695,92,367,456,138	1
FBgn0183252	1	343,164	1
FBgn0183257	1	54,396	1
FBgn0183258	1	63,363	1
FBgn0183260	1	459	1
FBgn0183261	1	61,134	1
FBgn0183262	1	67,674	1
FBgn0183263	1	543,888	1
FBgn0183266	1	186,265,147,537,156,107,141	1
FBgn0183268	1	637,350,744	1
FBgn0183269	1	33,366	1
FBgn0183271	1	94,422	1
FBgn0183272	1	101,390,590,155,66	1
FBgn0183274	1	136,219,95	1
