#produced by ./generate_exon_strings.pl dmel_r5.57.CDS_exons_of_longest_CDS.tsv CDS_exons_string.longest_CDS.tsv
#seq_name	number_of_first_exon	exon_sizes	cds-start
FBgn0000447	1	48,1170	1
FBgn0000449	1	550,602,198,120	1
FBgn0000451	1	226,177,267,99,235,616,150	1
FBgn0000454	1	14,277,99,1137	1
FBgn0000455	1	1476	1
FBgn0000459	1	1707	1
FBgn0000463	1	57,312,67,249,55,1762	1
FBgn0000464	1	100,132,162,180,237,147,276,24,101,193,151,137,291,140,3342,111,306,69	1
FBgn0000473	1	1102,419	1
FBgn0000477	1	104,997	1
FBgn0000479	1	57,1123,391,177,39,105,187,94,341,265,115,163,369,204	1
FBgn0000482	1	289,659,1426,152,483	1
FBgn0000489	1	106,63,672,169,110,246,182,78,126	1
FBgn0000490	1	868,899	1
FBgn0000492	1	1210,338	1
FBgn0000497	1	1896,673,593,454,503,360,775,408,373,1280,3356	1
FBgn0000499	1	1872	1
FBgn0000500	1	426	1
FBgn0000504	1	1054,138,458	1
FBgn0000520	1	432,390,957	1
FBgn0000524	1	489,1284,143,301	1
FBgn0000527	1	1108,168,772,91,176,325	1
FBgn0000529	1	443,275,303,269	1
FBgn0000533	1	61,387,731	1
FBgn0000535	1	79,127,113,51,132,113,144,97,347,156,73,200,253,416,288,1224	1
FBgn0000536	1	387,569,450,82	1
FBgn0000541	1	289,3912,384,324,1425,131,202,363,496,105,364,85,206	1
FBgn0000542	1	429,294,129,4446	1
FBgn0000543	1	280,1775	1
FBgn0000546	1	679,515,144,153,1146	1
FBgn0000547	1	94,199,261,197,2190,507,369,182	1
FBgn0000551	1	12,357	1
FBgn0000552	1	12,555	1
FBgn0000556	1	1392	1
FBgn0000557	1	823,206,360	1
FBgn0000559	1	3,215,528,697,1092	1
FBgn0000560	1	78,1044	1
FBgn0000562	1	166,246,1951,99,250,89,214	1
FBgn0000564	1	109,29,156	1
FBgn0000565	1	51,194,261,235	1
FBgn0000566	1	1182	1
FBgn0000567	1	1039,369,255,989	1
FBgn0000568	1	1348,89,145,239,1009,1409	1
FBgn0000575	1	564,36	1
FBgn0000576	1	1135,350	1
FBgn0000577	1	1312,98,249	1
FBgn0000578	1	893,322,233,241,726,159,222,118,29	1
FBgn0000579	1	188,1315	1
FBgn0000581	1	153,136,239,155,168,182,368,116,3332,1223	1
FBgn0000588	1	60,134,172,912	1
FBgn0000591	1	540	1
FBgn0000592	1	1387,248	1
FBgn0000594	1	1387,248	1
FBgn0000606	1	139,992	1
FBgn0000611	1	265,319,259,288	1
FBgn0000615	1	150,153,1296	1
FBgn0000617	1	151,686	1
FBgn0000618	1	306	1
FBgn0000625	1	133,321,141,584,834	1
FBgn0000629	1	122,732,161,15,98,190,570,410	1
FBgn0000633	1	58,764,178,227,157,140,130,129,201,179,306	1
FBgn0000635	1	70,172,164,125,1494,184,202,123,124	1
FBgn0000636	1	43,318,342,435,31,565	1
FBgn0000639	1	91,2999	1
FBgn0000640	1	324,447	1
FBgn0000644	1	52,611,186	1
FBgn0000658	1	1752	1
FBgn0000659	1	1533	1
FBgn0000662	1	337,125,334,815	1
FBgn0000667	1	114,417,154,152,93,351,179,1135,159	1
FBgn0000709	1	54,3155,151,411	1
FBgn0000711	1	52,393,348,344,135,114	1
FBgn0000715	1	1044	1
FBgn0000719	1	2193	1
FBgn0000721	1	1517,167,220,237,150,620,190,166	1
FBgn0000723	1	196,188,97,337,279,178,1563,375,214,87,129,183,152	1
FBgn0000808	1	213,160,157,552,514	1
FBgn0000810	1	1296,96	1
FBgn0000826	1	876	1
FBgn0000927	1	42,2049	1
FBgn0000928	1	282,2217,312,318	1
FBgn0000964	1	1536	1
FBgn0000996	1	81,665,1486	1
FBgn0001075	1	5424,309,234,202,287,2763,3557,2668	1
FBgn0001077	1	748,485	1
FBgn0001078	1	1195,534,218,371,57,199,259,101,150	1
FBgn0001079	1	111,1370,575,362	1
FBgn0001083	1	169,263,475,153,150,177,296,409,180,127,113,354,525,134	1
FBgn0001084	1	78,1115,58	1
FBgn0001085	1	672,120,195,226,533	1
FBgn0001086	1	312,322,947	1
FBgn0001087	1	99,96,129,141,130,140,74,149,677,610,144,133,583	1
FBgn0001089	1	123,164,151,340,148,1093	1
FBgn0001090	1	1329	1
FBgn0001091	1	999	1
FBgn0001092	1	999	1
FBgn0001098	1	418,435,320,205,39,272	1
FBgn0001104	1	121,472,95,189,191	1
FBgn0001105	1	1023	1
FBgn0001108	1	1350,2448	1
FBgn0001112	1	168,121,1550	1
FBgn0001114	1	1168,1913	1
FBgn0001120	1	28,695	1
FBgn0001122	1	118,185,161,129,130,154,188	1
FBgn0001123	1	276,97,121,129,180,125,83,147	1
FBgn0001124	1	54,118,108,74,960	1
FBgn0001125	1	89,160,102,249,696	1
FBgn0001128	1	44,178,207,373,154,93,34	1
FBgn0001133	1	123,767,210,376,237	1
FBgn0001134	1	388,68,304,366,935	1
FBgn0001137	1	70,618,200	1
FBgn0001138	1	322,287,799,146,144,187,188,27	1
FBgn0001139	1	36,95,64,183,33,195,99,57,177,272,674,200,108	1
FBgn0001142	1	1200	1
FBgn0001145	1	11,185,341,192,393	1
FBgn0001147	1	58,314,112,594,272	1
FBgn0001148	1	55,1229	1
FBgn0001149	1	630	1
FBgn0001168	1	99,96,819	1
FBgn0001169	1	3,715,174,761,1552,29	1
FBgn0001170	1	517,497,243	1
FBgn0001174	1	330	1
FBgn0001179	1	52,1799,546	1
FBgn0001180	1	2277	1
FBgn0001185	1	867,264,333	1
FBgn0001186	1	1626	1
FBgn0001187	1	1365	1
FBgn0001189	1	18,914,511,393	1
FBgn0001197	1	3,78,114,231	1
FBgn0001202	1	117,774,561,119,53,177,239	1
FBgn0001206	1	49,2766,342,696,389	1
FBgn0001208	1	30,673,263,230,163	1
FBgn0001215	1	51,490,176,307,74	1
FBgn0001216	1	205,1721	1
FBgn0001217	1	174,1728	1
FBgn0001218	1	125,1846	1
FBgn0001220	1	90,47,579,1105,141,99	1
FBgn0001222	1	210,109,1148,453,54,76,152	1
FBgn0001224	1	561	1
FBgn0001225	1	627	1
FBgn0001227	1	1338	1
FBgn0001229	1	600	1
FBgn0001230	1	1908	1
FBgn0001235	1	15,281,142,51,51,186,124,48,96,24,149,77,59,161	1
FBgn0001247	1	68,135,271,229,203,86,460,351,232,207,293,210,228	1
FBgn0001248	1	102,57,1281	1
FBgn0001250	1	206,131,98,127,62,49,75,1279,244,1830,90	1
FBgn0001253	1	96,172,132,3830,550,71	1
FBgn0001254	1	1401	1
FBgn0001255	1	978	1
FBgn0001256	1	1101	1
FBgn0001257	1	9,780,15	1
FBgn0001258	1	378,456,165	1
FBgn0001259	1	2610	1
FBgn0001263	1	37,611,91,356,225,112,140,297,192	1
FBgn0001269	1	1294,6,161,270	1
FBgn0001276	1	567	1
FBgn0001280	1	190,125,93	1
FBgn0001281	1	52,156,125,90	1
FBgn0001285	1	816	1
FBgn0001291	1	870	1
FBgn0001296	1	373,365,784,317	1
FBgn0001297	1	702,328,1238	1
FBgn0001301	1	455,402,1213	1
FBgn0001308	1	147,460,1880,441	1
FBgn0001311	1	143,244,1230,271,1931,177,201,366,102,183	1
FBgn0001316	1	537,252,162,378,297,651,645,174,180,967,30,142,233,455,106,176,392,1042	1
FBgn0001319	1	212,369,218,56,74,69,82,181,282,148,290,89	1
FBgn0001320	1	15,78,1212	1
FBgn0001321	1	91,223,348,554,226,628	1
FBgn0001323	1	27,78,1839	1
FBgn0001324	1	613,2668,1714,369,315,312,307,1298	1
FBgn0001325	1	37,1472	1
FBgn0001330	1	75,192,3008,203,101	1
FBgn0001332	1	210,1189,173,117	1
FBgn0001341	1	324,372,1281,1425	1
FBgn0001404	1	801,573	1
FBgn0001491	1	94,341	1
FBgn0001565	1	66,752,429,436	1
FBgn0001612	1	115,1419,193,322,705	1
FBgn0001624	1	910,132,125,162,552,250,88,214,414,103,45,98	1
FBgn0001941	1	398,568	1
FBgn0001942	1	2,227,614,224,145	1
FBgn0001961	1	73,1061	1
FBgn0001965	1	1092,358,923,849,891,634,44	1
FBgn0001967	1	675	1
FBgn0001970	1	1899	1
FBgn0001974	1	1201,83	1
FBgn0001977	1	136,497,114	1
FBgn0001978	1	345,1454,1068,352,102	1
FBgn0001981	1	1413	1
FBgn0001983	1	88,1559	1
FBgn0001986	1	1096,2072	1
FBgn0001987	1	167,133,429,1220,312,610	1
FBgn0001989	1	255,102,147	1
FBgn0001990	1	126,906,347,34	1
FBgn0001991	1	341,1277,226,106,140,107,153,182,520,226,211,210,119,59,118,130,167,88,108,108,53,147,472,84,66,189,249,660,434,41,131,537	1
FBgn0001992	1	1512	1
FBgn0001994	1	92,307,1497	1
FBgn0001995	1	671,220	1
FBgn0002021	1	402,1146	1
FBgn0002022	1	379,971	1
FBgn0002023	1	349,175,203,193,152,195,296	1
FBgn0002031	1	432,399	1
FBgn0002036	1	8,1507	1
FBgn0002044	1	59,466,2313,129,225	1
FBgn0002069	1	81,326,1025,164	1
FBgn0002174	1	1334,229	1
FBgn0002183	1	69,264,300,1178,867,263,154,117,157	1
FBgn0002283	1	106,153,284,126	1
FBgn0002284	1	89,619	1
FBgn0002306	1	340,1286,286,633,243,1035,1026,225,8	1
FBgn0002354	1	30,188,115	1
FBgn0002413	1	1323	1
FBgn0002431	1	62,198,280,218,239,191,3507,145,234,473,211,747,957,77,326,207,148,231,213	1
FBgn0002441	1	631,1605,2198	1
FBgn0002466	1	286,245,363,1368,1503,196,1616	1
FBgn0002521	1	91,142,770,292,120,148	1
FBgn0002522	1	1216,416,258	1
FBgn0002524	1	204,1110,263,217	1
FBgn0002525	1	463,704,702	1
FBgn0002526	1	222,147,625,210,414,273,853,652,281,229,471,1901,3192,215,1454	1
FBgn0002534	1	12,327	1
FBgn0002535	1	12,327	1
FBgn0002542	1	70,1169,325,857,765	1
FBgn0002543	1	262,191,103,285,141,132,938,120,406,96,247,164,286,1021	1
FBgn0002552	1	2577	1
FBgn0002561	1	774	1
FBgn0002562	1	210,2241	1
FBgn0002563	1	210,2160	1
FBgn0002564	1	207,2112	1
FBgn0002565	1	2106	1
FBgn0002566	1	30,126,171,118,354,328,69,402,187,240,127,374	1
FBgn0002567	1	1410,396,144,111	1
FBgn0002569	1	1502,129,73	1
FBgn0002570	1	1330,196,208	1
FBgn0002571	1	148,1366,144,67	1
FBgn0002573	1	160,1082,151,233	1
FBgn0002576	1	862,240,114,363,902	1
FBgn0002578	1	211,260	1
FBgn0002579	1	123,225	1
FBgn0002590	1	402,117,99,69	1
FBgn0002592	1	657	1
FBgn0002593	1	72,267	1
FBgn0002607	1	5,107,500	1
FBgn0002609	1	675	1
FBgn0002622	1	36,705	1
FBgn0002626	1	32,100,312	1
FBgn0002629	1	459	1
FBgn0002631	1	537	1
FBgn0002632	1	213	1
FBgn0002633	1	561	1
FBgn0002641	1	73,151,783,1339	1
FBgn0002643	1	696,2070,286,1080,653	1
FBgn0002645	1	1668,66,1824	1
FBgn0002673	1	1281	1
FBgn0002707	1	203,162,597,155,827,942	1
FBgn0002715	1	477,729	1
FBgn0002716	1	367,629	1
FBgn0002719	1	62,625,929,676	1
FBgn0002723	1	1293,858	1
FBgn0002732	1	417	1
FBgn0002733	1	588	1
FBgn0002734	1	522	1
FBgn0002735	1	618	1
FBgn0002736	1	261,183	1
FBgn0002772	1	3,28,306,87,44	1
FBgn0002773	1	3,243,423	1
FBgn0002774	1	76,517,319,691,2279	1
FBgn0002775	1	102,179,558,497,85,118	1
FBgn0002778	1	298,219,596,387	1
FBgn0002780	1	243,310,735,341	1
FBgn0002783	1	117,126,925,331,775,211,1020,125	1
FBgn0002787	1	175,842	1
FBgn0002789	1	30,333,188,19	1
FBgn0002791	1	63,517,239,181,702,264,242,201	1
FBgn0002838	1	555	1
FBgn0002842	1	115,579,134	1
FBgn0002855	1	34,761	1
FBgn0002856	1	31,242	1
FBgn0002862	1	171	1
FBgn0002863	1	18,141	1
FBgn0002868	1	22,101	1
FBgn0002869	1	25,107	1
FBgn0002872	1	111,201,481,837,155,118,96,1176,42,108,303,215	1
FBgn0002878	1	4278	1
FBgn0002891	1	132,230,245,248,445,117,405,85,87,2688,1095,616	1
FBgn0002899	1	796,453,206,603,879,135,84	1
FBgn0002901	1	636,1501,180,224	1
FBgn0002905	1	1591,374,557,2224,208,915,311	1
FBgn0002906	1	94,2309,823,1238	1
FBgn0002914	1	1315,659	1
FBgn0002917	1	1251,113,111,144,1530,132,366,751,300,195,187,255,274,163,930	1
FBgn0002921	1	24,81,132,267,1782,216,95,175,233,121	1
FBgn0002922	1	528,123,75,79,194	1
FBgn0002924	1	223,638,1242	1
FBgn0002926	1	19,144,1812,1070,492,334,1279,170,114,985,470,292,108,144,418	1
FBgn0002930	1	16,1275,140	1
FBgn0002931	1	73,1010	1
FBgn0002932	1	271,1742,252	1
FBgn0002936	1	510,204	1
FBgn0002937	1	45,509,1033,276	1
FBgn0002938	1	288,864,938,293,272,287,150,98,54,188,416,277,381	1
FBgn0002939	1	129,303,812,91,207	1
FBgn0002940	1	8,561,148,278,127	1
FBgn0002941	1	1227,259,278,216	1
FBgn0002945	1	64,464,813,377,1069	1
FBgn0002962	1	472,470,264	1
FBgn0002973	1	81,249,1341	1
FBgn0002985	1	73,1106	1
FBgn0002989	1	3,1315,154,406,164,313	1
FBgn0003002	1	949,170,711	1
FBgn0003008	1	69,92,203,212	1
FBgn0003009	1	51,626,250,180,78,255	1
FBgn0003011	1	71,455,647,285	1
FBgn0003015	1	535,418,765,103	1
FBgn0003016	1	213,27,81,66,577,2654,135,140,150,112,349,197	1
FBgn0003023	1	228,98,155,396,137,126,1245,177	1
FBgn0003028	1	412,2795,663,186	1
FBgn0003034	1	115,53	1
FBgn0003041	1	37,217,136,107,250,1374,132,351,942,111,150,129	1
FBgn0003042	1	114,1059	1
FBgn0003044	1	1488,173,1075,396	1
FBgn0003046	1	12,543	1
FBgn0003048	1	153,322,951,3012,1458,161,400,347,2433,1017	1
FBgn0003053	1	867,4818	1
FBgn0003057	1	522	1
FBgn0003060	1	384	1
FBgn0003062	1	13,440,582	1
FBgn0003065	1	18,549	1
FBgn0003068	1	95,1040,357,1715,237,141,72	1
FBgn0003071	1	44,103,68,316,102,342,155,109,189,443,843,139	1
FBgn0003074	1	134,583,240,529,191	1
FBgn0003076	1	78,247,1219,139	1
FBgn0003079	1	163,962,141,374,580	1
FBgn0003086	1	519	1
FBgn0003087	1	40,324,236	1
FBgn0003089	1	89,167,59,845,155,230	1
FBgn0003090	1	1046,589,114,129,204,1818	1
FBgn0003091	1	200,27,32,80,115,129,157,349,174,92,202,189,141,153	1
FBgn0003093	1	154,194,58,113,74,32,71,1222,140,162	1
FBgn0003114	1	16,405,104	1
FBgn0003116	1	48,1170	1
FBgn0003117	1	27,621,277,698	1
FBgn0003118	1	333,91,117,204,225,965,158,64	1
FBgn0003124	1	99,225,783,429,195	1
FBgn0003129	1	10,1103	1
FBgn0003130	1	13,141,80,1044	1
FBgn0003132	1	909	1
FBgn0003134	1	49,349,286,148,152	1
FBgn0003137	1	23,61,179,1029,304,3586,180,171,1034,184,195,171,566,151,417,159,117,170	1
FBgn0003138	1	105,174,263,367,536,202	1
FBgn0003139	1	165,288,459	1
FBgn0003140	1	945	1
FBgn0003141	1	68,80,146,213	1
FBgn0003145	1	67,1775	1
FBgn0003149	1	123,57,87,167,872,128,113,616,477	1
FBgn0003159	1	73,303,3344	1
FBgn0003162	1	352,210,166,117,130	1
FBgn0003165	1	333,783,242,127,119,289,87,465,217,1278,169,493	1
FBgn0003169	1	46,186,177,146,816,180	1
FBgn0003174	1	208,2433,164,123,669,155,139,201	1
FBgn0003175	1	1566,220,260,134,276,193,125,219,142,76,774,2003	1
FBgn0003178	1	42,1390,157,13	1
FBgn0003187	1	30,210,203,925,999,198,114	1
FBgn0003189	1	759,3252,105,140,1825,384,210	1
FBgn0003204	1	164,151,652,541,106	1
FBgn0003205	1	139,257,174	1
FBgn0003206	1	81,88,410	1
FBgn0003209	1	581,107,115,346,215,159,380,911,156	1
FBgn0003210	1	642,829,1224,788	1
FBgn0003218	1	78,145,192,411,332,39,76,1209,138,968,173,133	1
FBgn0003227	1	2264,394	1
FBgn0003231	1	172,1482,146	1
FBgn0003248	1	99,917,34,96	1
FBgn0003249	1	1152	1
FBgn0003250	1	589,548	1
FBgn0003254	1	1986	1
FBgn0003255	1	551,72,144,144,72,72,69,138,141,66,144,368,1782,320	1
FBgn0003257	1	153,517,812	1
FBgn0003261	1	434,1110,239,179,198	1
FBgn0003267	1	541,235,277	1
FBgn0003268	1	96,338,348,200,209,701,1268,395,509,370,265,826,634,111	1
FBgn0003270	1	597	1
FBgn0003274	1	342	1
FBgn0003275	1	29,367	1
FBgn0003277	1	81,2244,2245,1094	1
FBgn0003278	1	90,1500,1800	1
FBgn0003279	1	3,181,371,651	1
FBgn0003285	1	495,201,231,103,549,716	1
FBgn0003292	1	596,563,780,722	1
FBgn0003295	1	324,385,317	1
FBgn0003300	1	709,824	1
FBgn0003301	1	201,735,128,304,291,231,474,140,111,241,367,175,1027,1181,698,443	1
FBgn0003302	1	22,986	1
FBgn0003308	1	42,2601,1314,51	1
FBgn0003310	1	913,488,165,228	1
FBgn0003312	1	245,210,227,353,207,321	1
FBgn0003317	1	61,130,36,76,659,411,226,150	1
FBgn0003319	1	41,600,194,326,430,190,298,150,135	1
FBgn0003321	1	97,161,93,522,110,37,230,172,497,100	1
FBgn0003326	1	530,394,531,945	1
FBgn0003328	1	188,991,103,585,130,363,883,105	1
FBgn0003330	1	1263,45	1
FBgn0003334	1	546,918,1032,138	1
FBgn0003339	1	946,308	1
FBgn0003345	1	42,139,131,765,41,175,63,173,235,114	1
FBgn0003346	1	100,682,502,177,330	1
FBgn0003353	1	867,244,71,111,155,121,121,119,55,136,140,194,95,139	1
FBgn0003358	1	263,556	1
FBgn0003360	1	35,301,128,475	1
FBgn0003366	1	681,75,66,396,240,329,4661,278,195,446,298	1
FBgn0003371	1	1744,120,191,84,111,238,194,190,444,191	1
FBgn0003375	1	268,189,35	1
FBgn0003377	1	28,197	1
FBgn0003378	1	28,200	1
FBgn0003380	1	182,124,169,97,196,122,154,172,130,191,431	1
FBgn0003382	1	241,99,216,111,327,476,243,3189	1
FBgn0003386	1	254,118,195,219,604,129,341	1
FBgn0003388	1	283,595,178,240,216,111	1
FBgn0003390	1	391,258,195,201,96,198,44	1
FBgn0003391	1	627,3897	1
FBgn0003392	1	146,74,757,117,229,158,107,57,194,120,204,94,140,143,151	1
FBgn0003396	1	31,57,1613,711,108,3035,227,1952	1
FBgn0003401	1	59,751,558	1
FBgn0003410	1	945	1
FBgn0003411	1	570	1
FBgn0003415	1	69,316,94,84,449,685,450,181,584,4780,115,116,384	1
FBgn0003416	1	1305,481,854,1071	1
FBgn0003423	1	462,122,87,182,36,65,179,175,354,178,206	1
FBgn0003429	1	336,159,112,152,168,92,111,106,153,156,113,159,77,72,75,33,190,66,178,508,137,143,220,138	1
FBgn0003430	1	969	1
FBgn0003435	1	150,138,183,64,51,362,93,276,205,137	1
FBgn0003444	1	38,394,482,621,171,1405	1
FBgn0003447	1	205,421,570,249,94	1
FBgn0003448	1	1173	1
FBgn0003449	1	353,298	1
FBgn0003450	1	79,381,262,586	1
FBgn0003459	1	148,2966	1
FBgn0003460	1	339,211,128,105,56,412	1
FBgn0003462	1	108,396	1
FBgn0003463	1	295,110,133,60,2318,201	1
FBgn0003464	1	242,626,913,320,1589,507,267,143,178	1
FBgn0003475	1	595,71,118,110,118,86,131,112,133,74,205,87,146,339,204,314,220	1
FBgn0003479	1	78,933	1
FBgn0003480	1	55,162,344,465	1
FBgn0003482	1	20,222,107,158,129,177	1
FBgn0003483	1	198,243,734,653,134,590,148,1137,122,213,133	1
FBgn0003486	1	1632	1
FBgn0003495	1	66,78,277,382,178	1
FBgn0003499	1	673,135,666,2087	1
FBgn0003502	1	252,96,196,147,206,117,81,131,129,773,134,99	1
FBgn0003507	1	1499,448,214,218,165,154,1097	1
FBgn0003510	1	1593	1
FBgn0003511	1	73,998	1
FBgn0003512	1	1302	1
FBgn0003513	1	56,191,125,90,505,821,717,543	1
FBgn0003514	1	420,105	1
FBgn0003515	1	329,50,137,966,242,101,176	1
FBgn0003517	1	219,594	1
FBgn0003520	1	185,2135,198,380,183	1
FBgn0003525	1	56,1384	1
FBgn0003527	1	195,273,72,426	1
FBgn0003545	1	541,1199,147	1
FBgn0003557	1	163,143,1152,923,199,270	1
FBgn0003559	1	36,323,276,400,192,414,108,301,248	1
FBgn0003567	1	858,428,133,191,125,1091	1
FBgn0003575	1	274,236,1298,125,2045	1
FBgn0003598	1	785,585,345,978,1060	1
FBgn0003607	1	114,117,121,269	1
FBgn0003612	1	129,675,241,235,167,89,148,239	1
FBgn0003638	1	293,173,209,720,322,252,129,794	1
FBgn0003651	1	655,150,1436	1
FBgn0003656	1	102,732,935,572,419,276,187,117,212,345,381	1
FBgn0003660	1	47,335,77	1
FBgn0003687	1	783,279	1
FBgn0003701	1	300,990,2850	1
FBgn0003710	1	1295,64	1
FBgn0003714	1	465	1
FBgn0003716	1	94,138,188,1308	1
FBgn0003719	1	198,62,345,821,262,569,947	1
FBgn0003720	1	76,1283	1
FBgn0003721	1	114,126,91,1187,134,118,71,76,63,70,86	1
FBgn0003731	1	301,223,1175,133,2449	1
FBgn0003732	1	558,424,3038,324	1
FBgn0003733	1	153,231,238,83,169,306,336,172,499,95,123,138,174,55	1
FBgn0003741	1	40,404,150	1
FBgn0003742	1	116,154,129,373,23	1
FBgn0003744	1	483,210,107,497,95	1
FBgn0003747	1	109,261,195,269,155,253,93	1
FBgn0003748	1	158,190,1278,165	1
FBgn0003751	1	708	1
FBgn0003861	1	149,238,143,202,177,235,299,368,358,220,166,161,155,957	1
FBgn0003862	1	1086,1177,207,8227,134,176,174	1
FBgn0003865	1	750	1
FBgn0003866	1	53,2812	1
FBgn0003867	1	210,852	1
FBgn0003870	1	144,633,88,1577	1
FBgn0003882	1	463,926	1
FBgn0003886	1	3,525,822	1
FBgn0003887	1	84,1287	1
FBgn0003888	1	57,109,245,954	1
FBgn0003889	1	393,948	1
FBgn0003890	1	57,235,230,168,265,323,96	1
FBgn0003891	1	369,504,834,1079,830,232,200,3500	1
