#produced by /gpfs/fs2/scratch/zzhang65/database/FlyBase/ftp/releases/FB2014_03/dmel_r5.57/gff/generate_exon_strings.pl dyak_r1.3.CDS_exons_of_longest_CDS.tsv CDS_exons_string.longest_CDS.tsv
#seq_name	number_of_first_exon	exon_sizes	cds-start
FBgn0228106	1	354,108,201	1
FBgn0228107	1	51,138,221,132,82	1
FBgn0228108	1	488,159,475,239,1246,312	1
FBgn0228109	1	551,156,714,1228,234	1
FBgn0228110	1	695,478,239,1447	1
FBgn0228111	1	3,342	1
FBgn0228112	1	689,717,1116,301	1
FBgn0228113	1	629,297,187,248,1119,307	1
FBgn0228114	1	130,125,267	1
FBgn0228115	1	201,385,151,124,27	1
FBgn0228116	1	1116,189	1
FBgn0228117	1	203,121	1
FBgn0228118	1	470,147,148	1
FBgn0228119	1	63,336	1
FBgn0228120	1	112,116,214,622,100	1
FBgn0228121	1	94,500	1
FBgn0067925	1	804	1
FBgn0228122	1	141,96,129,114,138,405,165	1
FBgn0228123	1	80,581,1199	1
FBgn0228124	1	1434,376,228,680	1
FBgn0228125	1	85,520,76,444	1
FBgn0228126	1	26,262	1
FBgn0228127	1	38,262	1
FBgn0228128	1	1677	1
FBgn0228129	1	1665	1
FBgn0228130	1	285	1
FBgn0228131	1	25,249,218,467,2557	1
FBgn0228133	1	479,100,220,263	1
FBgn0228134	1	25,518	1
FBgn0228135	1	641,186,585,277	1
FBgn0228136	1	1128,96	1
FBgn0228137	1	720	1
FBgn0228138	1	181,228,684,626,327	1
FBgn0228139	1	331,134,117,141,97,303,110	1
FBgn0228140	1	248,143,139,262	1
FBgn0228141	1	58,42,197	1
FBgn0228142	1	89,204,1159	1
FBgn0228143	1	292,438,1112	1
FBgn0228144	1	1647	1
FBgn0228145	1	1770	1
FBgn0228146	1	1063,1561,152,135,258,340,87,151,310,100,144,433	1
FBgn0228147	1	267,155,90,136,366	1
FBgn0228148	1	360,144	1
FBgn0228149	1	2574,264,1188	1
FBgn0228150	1	18,345,269,50,107,87,57,58,230,164,82,222,193,146,266,122,443	1
FBgn0228151	1	363	1
FBgn0228152	1	308,116,163,177,150,225,128,422,105	1
FBgn0228153	1	30,1011	1
FBgn0228154	1	29,193	1
FBgn0228155	1	6,156,174,156	1
FBgn0228156	1	336	1
FBgn0228158	1	141,166,127,136,177	1
FBgn0228159	1	43,120,66,236,117	1
FBgn0228160	1	363,171	1
FBgn0228161	1	604,323	1
FBgn0068090	1	42,1390,157,13	1
FBgn0228162	1	117,1883,475	1
FBgn0228163	1	1170,650,186,564,522,171,154	1
FBgn0228164	1	67,140,45,45,110,181,76,195,87,87,110,215,174,85	1
FBgn0228165	1	99,444	1
FBgn0228166	1	44,175,580,154,93,2791	1
FBgn0228167	1	103,495,164	1
FBgn0228168	1	567	1
FBgn0228169	1	440,256,218,644,113,185,265	1
FBgn0228170	1	53,202,370,101,706,476	1
FBgn0228171	1	14,167,479	1
FBgn0228172	1	205,915,911	1
FBgn0228173	1	774	1
FBgn0041648	1	177,439,698	1
FBgn0228174	1	126,840	1
FBgn0228175	1	401,139	1
FBgn0068363	1	531	1
FBgn0228176	1	906,477,312,117,385,371,112,148,758,351,236,331,1004	1
FBgn0068258	1	99,210,198	1
FBgn0228177	1	417	1
FBgn0228178	1	434,198,172,137,183,154,267	1
FBgn0068262	1	58,191,720	1
FBgn0228179	1	160,191,81,163,137,273	1
FBgn0228180	1	378,645	1
FBgn0228181	1	96,345,633	1
FBgn0228182	1	1153,133,92,185	1
FBgn0228183	1	15,67,54,803,1119,205,469,387,164,98,276,138,215,22	1
FBgn0228184	1	569,520	1
FBgn0228185	1	133,163,293,370,223,13,415,214,150,165	1
FBgn0228186	1	1107,156,120	1
FBgn0228187	1	45,1041	1
FBgn0228188	1	131,203,430,351,398,53	1
FBgn0228189	1	677,263,555,79,104,138,225,207,211,2473	1
FBgn0228190	1	450	1
FBgn0228191	1	176,175,504,313,839,679,542,375	1
FBgn0228192	1	167,1860,170,296	1
FBgn0228193	1	449,303,464,169,98,116	1
FBgn0228194	1	695,203,656	1
FBgn0228195	1	114,339,201,114,120	1
FBgn0228196	1	182,7	1
FBgn0228197	1	51,187,150,63,161	1
FBgn0228198	1	783,597,54,72	1
FBgn0228199	1	717	1
FBgn0228200	1	445,650	1
FBgn0228201	1	649,1533,190,2484,345,22	1
FBgn0228202	1	18,1464	1
FBgn0228203	1	96,165	1
FBgn0228204	1	113,211	1
FBgn0228205	1	256,77	1
FBgn0228206	1	399,432	1
FBgn0228207	1	175,153,201,122,151,98,209,181,174,207	1
FBgn0228208	1	177,387	1
FBgn0068390	1	492	1
FBgn0228209	1	743,421	1
FBgn0228210	1	1098,54	1
FBgn0228211	1	159,69,123,948	1
FBgn0228212	1	279	1
FBgn0228213	1	681	1
FBgn0228214	1	302,151,194,327,110,44,15	1
FBgn0228215	1	630	1
FBgn0228216	1	345	1
FBgn0228217	1	160,803	1
FBgn0228218	1	91,492,418,205	1
FBgn0228219	1	97,492,415,205	1
FBgn0228220	1	91,489,418,205	1
FBgn0228221	1	91,492,418,205	1
FBgn0228222	1	91,492,418,205	1
FBgn0228223	1	53,117,94,165,144,296,117,159,1155,187	1
FBgn0228224	1	387	1
FBgn0228225	1	269,322	1
FBgn0228227	1	95,115,721,731	1
FBgn0228228	1	1989	1
FBgn0228229	1	81,588,387,215,95,200,292,80	1
FBgn0228230	1	69,425,208	1
FBgn0228231	1	96,511,283,258,649,360	1
FBgn0228232	1	816,243	1
FBgn0228233	1	71,127,6215,304	1
FBgn0228234	1	287,787	1
FBgn0068050	1	36,705	1
FBgn0228235	1	160,110,350,370,172,458	1
FBgn0228236	1	115,236	1
FBgn0228237	1	84,1239,516,1362	1
FBgn0228238	1	1686	1
FBgn0228239	1	1638	1
FBgn0228240	1	1680	1
FBgn0228241	1	147,207	1
FBgn0228242	1	55,683,136,134,309,102	1
FBgn0228243	1	60,165,294,105	1
FBgn0228244	1	199,636,293,555	1
FBgn0228245	1	70,613,418	1
FBgn0228246	1	952,617,229,182,255,137,241	1
FBgn0228247	1	317,261,391	1
FBgn0228248	1	76,393,310,424	1
FBgn0228249	1	76,415,300,424	1
FBgn0228250	1	64,1013,343,266	1
FBgn0228251	1	1716	1
FBgn0228252	1	162,160,148,321,130,114,524,100	1
FBgn0228253	1	293,373,255	1
FBgn0228254	1	305,373,261	1
FBgn0228255	1	309,36,79,437	1
FBgn0228256	1	54,460,88,576,1614,73	1
FBgn0228257	1	18,234,1099,536	1
FBgn0068021	1	210,421,656	1
FBgn0228258	1	12,144,318,129	1
FBgn0228259	1	4,299,211,185,191,178,150	1
FBgn0228260	1	69,321,375	1
FBgn0228261	1	49,258,112,157,270,1303,289,351,175,2399,87,91,171,145,320	1
FBgn0228262	1	142,77,152,112,134,85,201,325,215,272,131,164,162	1
FBgn0228263	1	246	1
FBgn0228264	1	80,160,369	1
FBgn0228265	1	216,546	1
FBgn0228266	1	398,1339	1
FBgn0228267	1	272,88	1
FBgn0228268	1	90,375	1
FBgn0228269	1	137,349	1
FBgn0228270	1	9,286,592,213,52	1
FBgn0228271	1	159,99,690,259,110	1
FBgn0228272	1	282,159	1
FBgn0228273	1	194,227,175,216,151,197,140,66,152,147	1
FBgn0228274	1	34,102,212,155,271,147	1
FBgn0228275	1	159,294,684,1092	1
FBgn0228277	1	149,238,143,202,177,235,299,368,358,220,166,161,155,1008	1
FBgn0068096	1	34,1433	1
FBgn0228278	1	64,162,230	1
FBgn0228279	1	187,290	1
FBgn0228280	1	211,108,414,156,179	1
FBgn0228281	1	654,282	1
FBgn0228282	1	19,1241,360	1
FBgn0228283	1	97,896	1
FBgn0228284	1	511,193,164,401,441,198	1
FBgn0228285	1	537	1
FBgn0228286	1	100,262,163,89,437,143,301,85,144,94	1
FBgn0228287	1	390,372	1
FBgn0228289	1	1344	1
FBgn0228290	1	223,641,1242	1
FBgn0068236	1	51,711	1
FBgn0228291	1	162,93,594,339,207,548,76,909	1
FBgn0228292	1	963	1
FBgn0068542	1	894	1
FBgn0228293	1	118,640,333,85,156,459,186,357	1
FBgn0228294	1	162,144,217,246,212	1
FBgn0228295	1	371,238	1
FBgn0228297	1	366	1
FBgn0228298	1	77,205	1
FBgn0228299	1	450	1
FBgn0228300	1	106,59	1
FBgn0068108	1	42,414	1
FBgn0228301	1	21,170,191,326	1
FBgn0228302	1	192,789	1
FBgn0228303	1	186	1
FBgn0228304	1	657,48,500,82,90	1
FBgn0228305	1	58,56,84	1
FBgn0228306	1	618	1
FBgn0228307	1	888,214,454,187	1
FBgn0228308	1	40,76,783,505	1
FBgn0228309	1	375,222	1
FBgn0228310	1	678	1
FBgn0228311	1	405,231	1
FBgn0228312	1	418,571,541,175,182,201,351	1
FBgn0228313	1	326,68,362	1
FBgn0228314	1	24,147,126	1
FBgn0228315	1	870,621,330,111	1
FBgn0228316	1	150,339,72,134,589,141,126,129,231,45	1
FBgn0228317	1	175,1100	1
FBgn0228318	1	410,1126	1
FBgn0228319	1	56,1381	1
FBgn0228320	1	500,156,858,550,521,229	1
FBgn0228321	1	16,478,156,858,550,521,229	1
FBgn0228322	1	467,858,547,521,229	1
FBgn0228323	1	464,156,858,547,521,229	1
FBgn0228324	1	464,156,858,547,521,229	1
FBgn0228325	1	476,670	1
FBgn0228326	1	97,224,81	1
FBgn0228327	1	1035	1
FBgn0228328	1	78,345,117	1
FBgn0228329	1	54,358,227	1
FBgn0228330	1	562,153,141,115,188,384,260	1
FBgn0228331	1	156,666	1
FBgn0228332	1	400,1292	1
FBgn0228333	1	104,691	1
FBgn0228334	1	996	1
FBgn0228335	1	516	1
FBgn0228336	1	856,447,518,147	1
FBgn0228337	1	240,222,820,148,240,1339	1
FBgn0228338	1	231	1
FBgn0228339	1	87,273,481,341,188,655	1
FBgn0228340	1	76,728,141,770,637	1
FBgn0228341	1	9,1604,121,358,179,150,138	1
FBgn0228342	1	972	1
FBgn0067452	1	116,209,289,631	1
FBgn0228343	1	639	1
FBgn0228344	1	170,159,49	1
FBgn0228345	1	82,75,113,249,256,193,240,258,88	1
FBgn0228346	1	324	1
FBgn0228347	1	88,119,101,107,174,129,199,149,60,116	1
FBgn0228348	1	664,216,104,146,85	1
FBgn0228349	1	311,215,269,137,141,1867,201,87	1
FBgn0228350	1	163,209,461,154,201	1
FBgn0228351	1	3860,139,3264	1
FBgn0228352	1	117,228,639,165,189,252	1
FBgn0228353	1	293,370,1209	1
FBgn0067919	1	1016,1205,389	1
FBgn0228354	1	276	1
FBgn0068429	1	1101	1
FBgn0228355	1	912	1
FBgn0228356	1	132,149,179,464,170,180,397	1
FBgn0228357	1	540,279,159,96	1
FBgn0228358	1	394,476,462	1
FBgn0228359	1	58,188	1
FBgn0228360	1	43,393,605	1
FBgn0228361	1	49,396,611	1
FBgn0228362	1	118,638	1
FBgn0228363	1	5448,282,184,256,184	1
FBgn0228364	1	492,456	1
FBgn0228365	1	1530	1
FBgn0228366	1	531	1
FBgn0228367	1	216	1
FBgn0228368	1	147,121,569,420,834	1
FBgn0228369	1	60,156,168,156	1
FBgn0228370	1	23,61,179,1029,304,3598,180,171,1022,184,195,171,566,151,417,159,117,170	1
FBgn0228371	1	72,237,333	1
FBgn0228372	1	1677,375	1
FBgn0228373	1	810	1
FBgn0228374	1	319,68,992,2114,710	1
FBgn0228375	1	663,159	1
FBgn0228376	1	108,156	1
FBgn0228377	1	107,127,148,575	1
FBgn0228378	1	57,235,230,168,168,265,323,96	1
FBgn0228379	1	1155	1
FBgn0083324	1	234,411,171,516	1
FBgn0228380	1	98,835	1
FBgn0228381	1	293,73,204	1
FBgn0228382	1	51,449,195,93,172	1
FBgn0228383	1	195,174	1
FBgn0228384	1	117,89,125,236,162,411	1
FBgn0228385	1	313,1279,2446,126,162	1
FBgn0228386	1	657	1
FBgn0228387	1	75,756	1
FBgn0228388	1	1074	1
FBgn0228389	1	1026	1
FBgn0228390	1	591	1
FBgn0228391	1	281,271,123,162,1377	1
FBgn0228392	1	33,132	1
FBgn0228393	1	87,180,194,67	1
FBgn0228394	1	238,224	1
FBgn0228395	1	100,230	1
FBgn0228396	1	133,209	1
FBgn0228397	1	189	1
FBgn0228398	1	213	1
FBgn0228399	1	226,424,59,20	1
FBgn0228400	1	79,45,119	1
FBgn0228401	1	573	1
FBgn0228402	1	378,798,131,417,133	1
FBgn0228403	1	212,119,282,1596,186,116	1
FBgn0228404	1	93,914,108,109	1
FBgn0228405	1	1275,45	1
FBgn0015215	1	3,28,306,87,44	1
FBgn0228406	1	247,44,190,203,186,159,60	1
FBgn0228407	1	6,186	1
FBgn0228408	1	35,791,107	1
FBgn0228409	1	234,427,128,498	1
FBgn0228410	1	272,237,158,148,479,141,2009,87,82,158	1
FBgn0228411	1	56,150,133,180,504,276,210,253,461	1
FBgn0228412	1	97,1064,439,1656,1280	1
FBgn0228413	1	139,200,195,191,334,230,286	1
FBgn0228414	1	46,113,241,115,397	1
FBgn0228415	1	47,224,314,170,436,732,174,123,114,1045,176,243	1
FBgn0228416	1	1359	1
FBgn0228417	1	222,234	1
FBgn0228418	1	202,134	1
FBgn0228419	1	283,133,215,111,213,170,136,137,139,149,151,227,175,268,248,65	1
FBgn0228420	1	897	1
FBgn0228421	1	189,72,27,393,599,244,479,500,314,430,224,375,174,273,489,805,116,267,1046,541,109,271,756,589,249,477,365,139,167,1609,1127,268	1
FBgn0228422	1	705	1
FBgn0228423	1	309	1
FBgn0228424	1	142,401,222	1
FBgn0228425	1	805,1520	1
FBgn0228426	1	637,1599,2162	1
FBgn0228427	1	693,261	1
FBgn0228428	1	841,264,45,1829,1076,386,126,122,130,100,175	1
FBgn0067425	1	320,666,520	1
FBgn0228429	1	425,297,154,635,541,111	1
FBgn0228430	1	151,375,296	1
FBgn0228431	1	6,317,123,217,249	1
FBgn0228432	1	352,391,199	1
FBgn0228433	1	376,11	1
FBgn0228434	1	955,434,251,406,98,628	1
FBgn0228435	1	575,405,235	1
FBgn0228436	1	237,118,188,55,316,134,176,244,729,198,96,372,608,756	1
FBgn0228437	1	97,158	1
FBgn0228438	1	36,141,741,1058,979	1
FBgn0228439	1	515,618,317,1205	1
FBgn0228440	1	1383	1
FBgn0228441	1	449,514,201,150,178,62	1
FBgn0228442	1	55,113,91,269,151,257	1
FBgn0228443	1	256,401	1
FBgn0228444	1	102,170,122,2109,56	1
FBgn0228445	1	12,696	1
FBgn0228446	1	9,185,277,636	1
FBgn0067424	1	63,108,87,186,58,132,130,178	1
FBgn0228447	1	112,160,95,574,283,832,49,199,345	1
FBgn0228448	1	40,986	1
FBgn0228449	1	40,986	1
FBgn0228450	1	40,980	1
FBgn0228451	1	76,974	1
FBgn0228452	1	40,974	1
FBgn0228453	1	162,222,243	1
FBgn0228454	1	43,974	1
FBgn0228455	1	40,277,1006,825	1
FBgn0228456	1	30,237,149,133	1
FBgn0228457	1	36,105,101,572,644	1
FBgn0228458	1	1044,234	1
FBgn0228459	1	60,168,363,60,96	1
FBgn0228460	1	56,124,348,372,144	1
FBgn0228461	1	64,115,70,715,431	1
FBgn0228462	1	550,235,286	1
FBgn0228463	1	72,230,245,723,152	1
FBgn0228464	1	1389	1
FBgn0068526	1	162,753	1
FBgn0228465	1	234,1584	1
FBgn0228466	1	57,87,217,164,284,148,122,113,455,114,147,180,127,68,262,131,81	1
FBgn0228467	1	288	1
FBgn0228468	1	10,452	1
FBgn0228469	1	564,189,1941,51,57	1
FBgn0228470	1	67,1023,32	1
FBgn0228471	1	213,108,271,38,77,89,176,314,234,165,118,162	1
FBgn0228472	1	15,723	1
FBgn0228473	1	28,110,99,136,137,232,197	1
FBgn0228474	1	325,107,217,159,129,151,143,132,245	1
FBgn0228475	1	62,395,191	1
FBgn0228476	1	744	1
FBgn0228477	1	690	1
FBgn0228478	1	15,828	1
FBgn0228479	1	15,816	1
FBgn0228480	1	663	1
FBgn0228481	1	162,141	1
FBgn0228482	1	64,156,201,115,69,986,437,301,170,1308	1
FBgn0228483	1	315	1
FBgn0068272	1	91,137	1
FBgn0228484	1	903	1
FBgn0228485	1	113,225,181,689,229	1
FBgn0228486	1	1104	1
FBgn0228487	1	796,200,96	1
FBgn0228488	1	285	1
FBgn0228489	1	814,809	1
FBgn0228490	1	85,188,504,333	1
FBgn0228491	1	350,182,71,90,309,185,107,154,1232,14	1
FBgn0228492	1	183	1
FBgn0228493	1	269,337	1
FBgn0228494	1	65,424	1
FBgn0228495	1	54,195,126,482,333,145	1
FBgn0228496	1	477	1
FBgn0228497	1	108,454,122	1
FBgn0228498	1	591	1
FBgn0228499	1	40,156,331,773,530,186	1
FBgn0228500	1	540	1
FBgn0082693	1	459	1
FBgn0082694	1	663	1
FBgn0228501	1	996,96,759,228	1
FBgn0082707	1	588	1
FBgn0228502	1	170,364	1
FBgn0228503	1	102,352,184,190	1
FBgn0228504	1	399,136,198,261,286,229,42	1
FBgn0228505	1	529,668	1
FBgn0228506	1	66,195,180,216,150	1
FBgn0228507	1	159,255	1
FBgn0228508	1	165	1
FBgn0228510	1	46,422	1
FBgn0228511	1	1006,212	1
FBgn0228512	1	528	1
FBgn0228513	1	909	1
FBgn0228514	1	102,226,120,184,334	1
FBgn0228515	1	852	1
FBgn0228516	1	831	1
FBgn0228517	1	831	1
FBgn0228518	1	903	1
FBgn0228519	1	388,141,11	1
FBgn0228520	1	82,120,117,123,227,1413,199,159,134,162,33	1
FBgn0228521	1	523,141,120,120,123,227,1398,199,143,147,42	1
FBgn0228522	1	462	1
FBgn0228523	1	501,216,136,116	1
FBgn0068303	1	408	1
FBgn0228524	1	172,143,183,109,301,217,165,402	1
FBgn0228525	1	96,267,416,115	1
FBgn0228526	1	1031,166	1
FBgn0228527	1	196,783,1881,158,293,157,78	1
FBgn0228528	1	1014	1
FBgn0228529	1	294,1236	1
FBgn0228530	1	18,234,158,529,199,161,416,160	1
FBgn0013163	1	63,49,71,789	1
FBgn0228531	1	63,40,128	1
FBgn0228532	1	165,79,23	1
FBgn0228533	1	111,76,107	1
FBgn0228534	1	1440	1
FBgn0228535	1	527,808	1
FBgn0084477	1	195,168	1
FBgn0228536	1	396	1
FBgn0228537	1	300	1
FBgn0228538	1	571,1277,333	1
FBgn0228539	1	1963,882,1094	1
FBgn0228540	1	1092	1
FBgn0228541	1	16,121,2500	1
FBgn0228542	1	53,727	1
FBgn0228543	1	430,143,9	1
FBgn0228544	1	1557	1
FBgn0228545	1	1416	1
FBgn0228546	1	267,129,875,174,119,1143,167,76,740	1
FBgn0228547	1	1774,200	1
FBgn0228548	1	120,506,258,850,549,534	1
FBgn0228549	1	175,497,175,192,191	1
FBgn0084345	1	175,494,367,197	1
FBgn0228550	1	175,494,367,194	1
FBgn0228551	1	208,485,367,185	1
FBgn0228552	1	208,485,367,185	1
FBgn0228553	1	190,491,373,194	1
FBgn0228554	1	43,890,234	1
FBgn0228555	1	205,491,183,184,188	1
FBgn0228556	1	846,184,173	1
FBgn0228557	1	211,867,197	1
FBgn0228558	1	205,503,370,209	1
FBgn0228559	1	205,497,370,206	1
FBgn0228560	1	205,488,364,194	1
FBgn0228561	1	843,217,194	1
FBgn0228562	1	1036,206	1
FBgn0228563	1	1120,200	1
FBgn0228564	1	2337	1
FBgn0228565	1	90,245,147,148	1
FBgn0228566	1	217,569,225	1
FBgn0068510	1	6,220,29	1
FBgn0086004	1	488,371,470	1
FBgn0228567	1	136,1151	1
FBgn0228568	1	13,344	1
FBgn0228569	1	45,1044,730,224	1
FBgn0228570	1	144,390	1
FBgn0228571	1	136,260,825,268,89,140,106,140,142,225	1
FBgn0228572	1	465	1
FBgn0228574	1	727,401,282	1
FBgn0228575	1	30,360,715,182,222,195,258	1
FBgn0228577	1	65,556	1
FBgn0228578	1	115,62	1
FBgn0228579	1	273	1
FBgn0228580	1	129,307,276,269,123	1
FBgn0228581	1	2736	1
FBgn0228582	1	38,786,214,1716	1
FBgn0228583	1	243,397,293,257,56,385,100	1
FBgn0228584	1	249,142,183,215,98,848,709,120,410,312,372,254,183,264,216	1
FBgn0228585	1	495	1
FBgn0228586	1	3,53,298,669	1
FBgn0228587	1	1392,191,471,199,72	1
FBgn0228588	1	37,267,134,150	1
FBgn0228589	1	63,747	1
FBgn0228590	1	144,138,42,279	1
FBgn0228591	1	18,22,96,108,95,144,665,913,42	1
